,Place,Nom,Club,Categorie,Sexe,Scratch,Natation,Velo,Cap
45,46,GOBLED FLORENT,TRIATHLON CLUB AUXONNAIS,7 V1M,,0 days 04:40:15.000000000,0 days 00:53:42.000000000,0 days 02:20:35.000000000,0 days 01:26:00.000000000
46,47,CRETIN CYRIL,ASMSE,9 S2M,,0 days 04:40:20.000000000,0 days 00:49:26.000000000,0 days 02:24:08.000000000,0 days 01:26:48.000000000
47,48,COLLEMARE STEPHANE,TRIALP MOIRANS,8 V1M,,0 days 04:42:11.000000000,0 days 00:50:34.000000000,0 days 02:23:17.000000000,0 days 01:28:22.000000000
48,49,KERNIN PIERRE YVES,TRIATHLON CLUB AUXONNAIS,15 S4M,,0 days 04:42:39.000000000,0 days 00:50:47.000000000,0 days 02:23:30.000000000,0 days 01:28:24.000000000
49,50,JEAN DIT CARRÉ CHRISTOPH,TRIATHLON CLUB AUXONNAIS,3 V2M,,0 days 04:43:15.000000000,0 days 00:50:56.000000000,0 days 02:21:24.000000000,0 days 01:30:56.000000000
50,51,MOYSE JÉRÔME,VALLEE DE MONTMORENCY TRIATHLON,16 S4M,,0 days 04:43:18.000000000,0 days 00:54:03.000000000,0 days 02:19:51.000000000,0 days 01:29:25.000000000
51,52,VACHERESSE CHRISTOPHE,TRIATHLON MACON CLUB,9 V1M,,0 days 04:43:30.000000000,0 days 00:48:41.000000000,0 days 02:24:58.000000000,0 days 01:29:53.000000000
52,53,DOMPTAIL LAURENT,TRI LION BELFORT,17 S4M,,0 days 04:43:34.000000000,0 days 00:52:56.000000000,0 days 02:21:33.000000000,0 days 01:29:06.000000000
53,54,DAUBERT PIERRE,C.A.O. SAINT CYR,10 V1M,,0 days 04:43:40.000000000,0 days 00:48:15.000000000,0 days 02:25:28.000000000,0 days 01:29:58.000000000
54,55,MARCEAU NOURISSON,TRICASTIN,11 S3M,,0 days 04:43:42.000000000,0 days 00:53:09.000000000,0 days 02:19:31.000000000,0 days 01:31:03.000000000
55,56,SANTATO PHILIPPE,AIX SAVOIE TRIATHLON,4 V2M,,0 days 04:43:51.000000000,0 days 00:54:27.000000000,0 days 02:19:15.000000000,0 days 01:30:10.000000000
56,57,GELAY TURTAUT LIONEL,TRIATHLON MACON CLUB,18 S4M,,0 days 04:44:34.000000000,0 days 00:46:48.000000000,0 days 02:25:47.000000000,0 days 01:32:00.000000000
